code,name,name_fa,country_code,city_name,city_name_fa,is_international
UIK,Ust -Ilimsk,فرودگاه اوست-ایلیمسک,RU,Ust-Ilimsk,اوست-ایلیمسک,0
UIL,UIL,فرودگاه کویلایوت,US,,فورکس,0
UIN,Quincy,فرودگاه محلی کوینسی (Baldwin Field),, IL/Hannibal,کوئینسی,0
UIO,Quito,فرودگاه بین‌المللی ماریسکال سوکره,EC,Quito,کیتو,0
UIP,Quimper,فرودگاه کویمپر – کارنوآیل,FR,Quimper,کویمپر,0
UIQ,Quine Hill,,VU,Quine Hill,,0
UIR,Quirindi,,AU,Quirindi,,0
UIT,Jaluit,فرودگاه یالویت (FAA: N55),MH,Jaluit,آب‌سنگ حلقوی جالوئیت,0
UJE,Ujae I.,فرودگاه اوجائی,MH,Ujae Island,Ujae Atoll,0
UJN,Uljin,,KR,Uljin,,0
UKB,Kobe,فرودگاه کوبه,JP,Osaka,کوبه (شهر),0
UKH,Mukhaizna,,OM,Mukhaizna,,0
UKI,Ukiah Municipal,فرودگاه شهری یوکیا,US,Ukiah,یوکیاه,0
UKK,Ust-Kamenogorsk,فرودگاه اوسکمن,KZ,Ust-Kamenogorsk,اوسکمن,0
UKN,UKN,Waukon Municipal Airport (FAA: Y01),US,,واوکون,0
UKR,UKR,,YE,,,0
UKS,Belbek,,UA,Sevastopol,,0
UKT,UKT,فرودگاه کواکرتاون,US,,Quakertown,0
UKU,Nuku,,PG,Nuku,,0
UKX,UKX,فرودگاه اوست-کوت,RU,,اوست-کوت,0
UKY,DownTown,,JP,Kyoto,,0
ULA,ULA,,AR,,,0
ULB,Ulei,,VU,Ulei,,0
ULC,ULC,,CL,,,0
ULD,Ulundi,,, Natal,,0
ULE,Sule,,PG,Sule,,0
ULG,Ulgit,فرودگاه اولگی,MN,Ulgit,استان بایان-اولگی,0
ULH,Al Ula,,SA,Al Ula,,0
ULK,Lensk,,RU,Lensk,,0
ULL,Mull,,GB,Mull,,0
ULM,ULM,فرودگاه شهری نیو اولم,US,,نیو آلم,0
ULN,Ulaanbaatar,فرودگاه بین‌المللی چنگیزخان,MN,Ulaanbaatar,اولان‌باتور,1
ULO,Ulaangam,فرودگاه اولانگوم,MN,Ulaangom,اولانگام,0
ULP,Quilpie,,AU,Quilpie,,0
ULQ,ULQ,,CO,,,0
ULS,Mulatos,Mulatos Airport,CO,Mulatos,Mulatos,0
ULU,ULU,,UG,,,0
ULV,Baratayevka,فرودگاه اولیانووسک باراتایوکا,RU,Ulyanovsk,اولیانوفسک,0
ULX,ULX,,ZA,,,0
ULY,Vostochny,فرودگاه اولیانوفسک ووستوچنی,RU,Ulyanovsk,اولیانوفسک,0
ULZ,Uliastai,,MN,Uliastai,,0
UMC,Umba,,PG,Umba,,0
UMD,Uummannaq,بالگردگاه اوماناک,GL,Uummannaq,Uummannaq,0
UME,Umea,فرودگاه اومئا,SE,Umea,اومئا,0
UMI,Quincemil,,PE,Quincemil,,0
UMR,Woomera,,, South Australia,,0
UMT,Umiat,Umiat Airport,US,Umiat,Umiat,0
UMU,UMU,,BR,,,0
UMY,UMY,,UA,,,0
UNA,Una,,BR,Ilha Comandatuba/Una,,0
UNC,Unguia,Unguía Airport,CO,Unguia,Unguía,0
UND,UND,فرودگاه کندوز,AF,,کندوز,0
UNE,Qacha'S Nek,,LS,Qacha'S Nek,,0
UNG,Kiunga,,PG,Kiunga,,0
UNI,Union Island,فرودگاه جزیره یونیون,VC,Union Island,Union Island,1
UNK,Unalakleet,فرودگاه آنالاکلت,US,Unalakleet,اونالاکلیت,0
UNN,Ranong,فرودگاه رانونگ,TH,Ranong,Ranong,0
UNR,Ondorhaan/Underkhaan,Öndörkhaan Airport,MN,Ondorkhaan,اوندورخان,0
UNT,UNT,,GB,,,0
UNU,Juneau,فرودگاه داج‌کاونتی,US,Juneau,جونوا,0
UOL,Buol,فرودگاه بوول,ID,Buol,Buol,0
UOS,Sewanee,فرودگاه شهرستان فرانکلین (تنسی),US,Sewanee,سوان,0
UOX,UOX,فرودگاه یونیورسیتی آکسفورد,US,,آکسفورد,0
UPC,Puerto De La Cruz,,ES,Puerto De La Cruz,,0
UPF,Pforzheim,,DE,Pforzheim,,0
UPG,Ujung Pandang,فرودگاه بین‌المللی سلطان حسن‌الدین,ID,Makassar,ماکاسار,1
UPL,Upala,Upala Airport,CR,Upala,Upala,0
UPN,Uruapan,فرودگاه بین‌المللی اوروآپان,MX,Uruapan,اورواپان,0
UPP,UPP,فرودگاه آپولو,US,,Hawi,0
UPR,Upiara,,PG,Upiara,,0
UPV,Upavon,,GB,Upavon,,0
URA,Uralsk,فرودگاه اورال آک ژول,KZ,Uralsk,اورال,0
URB,Urubupunga,,BR,Urubupunga,,0
URC,Urumqi,فرودگاه بین‌المللی اورومچی دیووپو,CN,Urumqi,اورومچی,1
URD,Burg Feuerstein,,DE,Burg Feuerstein,,0
URE,URE,فرودگاه کورسار,EE,,کورساره,0
URG,Rubem Berta,فرودگاه بین‌المللی روبن برتا,BR,Uruguaiana,Uruguaiana,0
URJ,Uray,فرودگاه اورای,RU,Uray,اوورای,0
URM,URM,,VE,,,0
URN,Urgun,,AF,Urgun,,0
URO,Rouen,فرودگاه روان,FR,Rouen,روان (فرانسه),0
URS,URS,خالینو,RU,,کورسک,0
URT,Surat Thani,فرودگاه سورات,TH,Surat Thani,Surat Thani,0
URU,Uroubi,,PG,Uroubi,,0
URY,Gurayat,,SA,Gurayat,,0
URZ,Uruzgan,,AF,Uruzgan,,0
USA,Concord Regional,,US,Concord,,0
USH,Ushuaia,فرودگاه بین‌المللی اوشوآیا – مالویناس آرجنتیناس,AR,Ushuaia,اوشوآیا,0
USI,Mabaruma,Mabaruma Airport,GY,Mabaruma,Mabaruma,0
USK,Usinsk,,RU,Usinsk,,0
USL,Useless Loop,,AU,Useless Loop,,0
USM,Koh Samui,فرودگاه ساموی,TH,Koh Samui,جزیره ساموی,0
USN,Ulsan,,KR,Ulsan,,0
USO,Usino,,PG,Usino,,0
USQ,USQ,فرودگاه اوشاک,TR,,عشاق,0
USU,Busuanga I.,فرودگاه فرانسیسکو بی. ریز,PH,Busuanga,Coron,0
UTA,UTA,Mutare Airport,ZW,,Mutare,0
UTB,Muttaburra,,AU,Muttaburra,,0
UTC,Utrecht,,NL,Utrecht,,0
UTD,Nutwood Downs,,AU,Nutwood Downs,,0
UTG,Quthing,,LS,Quthing,,0
UTH,Udon Thani,فرودگاه بین‌المللی اودن تانی,TH,Udon Thani,اودون تانی,0
UTI,Utti,فرودگاه اوتی,FI,Utti,Utti / Valkeala,0
UTK,Utirik Atoll,فرودگاه اوتیریک (FAA: 03N),MH,Utirik Island,Utirik Island,0
UTL,Torremolinos,,ES,Torremolinos,,0
UTM,UTM,,SA,,,0
UTN,Upington,فرودگاه اوپینگتون,ZA,Upington,Upington,0
UTO,Utopia,فرودگاه ایندین ماونتین ال‌آرآراس,US,Utopia Creek,Utopia Creek,0
UTP,Rayong  Utapao,فرودگاه بین‌المللی یو-تاپائو,TH,U-Tapao,Rayong,1
UTR,UTR,,TH,,,0
UTS,Ust-Tsilma,,RU,Ust-Tsilma,,0
UTT,Umtata,,, Republic,,0
UTU,Ustupo,,PA,Ustupo,,0
UTW,UTW,,ZA,,,0
UUA,Bugulma,فرودگاه بوگولما,RU,Bugulma,بوگولما,0
UUD,Ulan Ude,فرودگاه اولان‌اوده,RU,Ulan-Ude,اولان‌اوده,0
UUN,Baruun-Urt,,MN,Baruun-Urt,,0
UUS,Yuzhno-Sakhalinksk,فرودگاه یوژنو-ساخالینسک,RU,Yuzhno-Sakhalinsk,یوژنو-ساخالینسک,0
UUU,Manumu,Manumu Airport,PG,Manumu,Manumu,0
UVA,UVA,فرودگاه صحرایی گارنر,US,,یووالد,0
UVE,Ouvea,,, Loyalty Is New Caledoni,,0
UVF,St. Lucia - Hewanorra,فرودگاه بین‌المللی هوانورا,LC,Saint Lucia,بخش ویو فورت,1
UVL,Kharga,,, Arab Repub.Egypt,,0
UVO,Uvol,,PG,Uvol,,0
UWA,Ware,Ware Airport (FAA: MA53),US,Ware,ویر,0
UWE,UWE,,DE,,,0
UWP,Wuppertal,,DE,Wuppertal,,0
UXS,Saint Austell,,GB,Saint Austell,,0
UYL,Nyala,فرودگاه نیالا,SD,Nyala,نیاله,0
UYN,Yulin Yuyang,,CN,Yulin,,0
UZC,UZC,فرودگاه اوزیک-پونیکوه,RS,,اوژیتسه,0
UZH,UZH,,SA,,,0
UZM,Hope Bay,,CA,Hope Bay,,0
UZU,Curuzu Cuatia,Curuzú Cuatiá Airport,AR,Curuzu Cuatia,کوروسو کواتیا,0
VAA,Vaasa,فرودگاه واسا,FI,Vaasa,واسا,0
VAB,Yavarate,,CO,Yavarate,,0
VAC,VAC,,DE,,,0
VAF,VAF,فرودگاه ولنس-چابئویل,FR,,ولانس,0
VAG,Varginha,فرودگاه وارگینها,BR,Varginha,Varginha,0
VAH,Vallegrande,,BO,Vallegrande,,0
VAI,Vanimo,,PG,Vanimo,,0
VAK,Chevak,فرودگاه چواک,US,Chevak,چواک,0
VAL,Valenca,,BR,Valenca,,0
VAN, Van Ferit Melen,فرودگاه فرید ملن,TR,Van,وان,0
VAO,one of the Solomon Islands  ?,,SB,Suavanao,,0
VAP,VAP,,CL,,,0
VAR,Varna,فرودگاه وارنا,BG,Varna,وارنا,0
VAS,Sivas,فرودگاه سیواس,TR,Sivas,سیواس,0
VAU,VAU,,FJ,,,0
VAV,Vava u,,TO,Vava'u,,1
VAW,Svartnes,فرودگاه سوارتنس واردو,NO,Vardo,وردو,0
VBS,Aeroporto Brescia Montichiari,فرودگاه برشا,IT,BRESCIA,برشا,0
VBV,Vanuabalavu,,FJ,Vanuabalavu Island,,0
VBY,Visby,فرودگاه ویزبه,SE,Visby,ویزبه,0
VCA,VCA,فرودگاه بین‌المللی کن دو,VN,,کان تو,0
VCD,Victoria R. Downs,,AU,Victoria River Downs,,0
VCE,Venice Marco Polo,فرودگاه ونیز مارکو پولو,IT,Venice,ونیز,0
VCF,Valcheta,,AR,Valcheta,,0
VCH,Vichadero,,UY,Vichadero,,0
VCL,Chulai,فرودگاه بین‌المللی چو لی,VN,Tamky-Chulai Airport,Chu Lai,1
VCP,Campinas/Viracopos,فرودگاه بین‌المللی ویراکوپوس-کامپیناس,BR,Sao Paulo,کمپیناس,1
VCR,Carora,,VE,Carora,,0
VCS,Coong,فرودگاه کان داو,VN,Con Dao,Con Son,0
VCV,VCV,فرودگاه حمل و نقل سوترن کالیفرنیا حمل و نقل,US,,ویکتور ویل,0
VDB,Leirin,فرودگاه لیرین فاگرنس,NO,Fagernes,Fagernes,0
VDC,Vitoria Da Conquista,,BR,Vitoria Da Conquista,,0
VDE,Valverde,,, Canary Islands,,0
VDH,VDH,,VN,,,0
VDI,VDI,فرودگاه محلی ویدالیا,US,,ویدالیا,0
VDM,Viedma,فرودگاه گبرنیدر ادگاردو کاستلو,AR,Viedma,ویدما,0
VDP,Valle De Pascua,فرودگاه ول‌دلاپاسکوا,VE,Valle De Pascua,Valle de la Pascua,0
VDR,Villa Dolores,Villa Dolores Airport,AR,Villa Dolores,Villa Dolores,0
VDS,Vadso,فرودگاه وادسو,NO,Vadso,وادسو,0
VDY,Vidyanagar,,IN,Vidyanagar,,0
VDZ,Valdez,فرودگاه والدز (Pioneer Field),US,Valdez,والدز,0
VEG,Maikwak,,GY,Maikwak,,0
VEL,Vernal,فرودگاه محلی ورنال,US,Vernal,ورنال,0
VER,Veracruz,فرودگاه بین‌المللی ژنرال هریبرتو یارا,MX,Veracruz,وراکروز,1
VEV,Barakoma,,SB,Barakoma,,0
VEX,Tioga,Tioga Municipal Airport (FAA: D60),US,Tioga,تیوگا,0
VEY,Vestmannaeyjar,فرودگاه وست‌منیجار,IS,Vestmannaeyjar,جزایر وستمن,0
VFA,Victoria Falls,فرودگاه آبشار ویکتوریا,ZW,Victoria Falls,آبشار ویکتوریا,1
VGA,Vijayawada,فرودگاه ویجیاوادا,IN,Vijayawada,ویجیاوادا,0
VGD,Vologda,فرودگاه وولوگدا,RU,Vologda,وولوگدا,0
VGN,Vigan,,PH,Vigan,,0
VGO,Vigo,فرودگاه فیگو-پینادور,ES,Vigo,ویگو,0
VGS,General Villegas,,AR,General Villegas,,0
VGZ,Villagarzon,فرودگاه ویلا گرزون ,CO,Villagarzon,وییاگارسون (پوتومایو),0
VHC,Saurimo,,AO,Saurimo,,0
VHM,Vilhelmina,فرودگاه ویلیلمینا,SE,Vilhelmina,Vilhelmina,0
VHY,VHY,,FR,,,0
VHZ,VHZ,,PF,,,0
VIA,VIA,فرودگاه ویدیرا,BR,,Videira,0
VIB,Villa Constitucion,,MX,Villa Constitucion,,0
VIC,VIC,Vicenza Airport,IT,,ویچنزا,0
VIE,Vienna Intl,فرودگاه بین‌المللی وین,AT,Vienna,وین,1
VIF,Vieste,Vieste Airport,IT,Vieste,Vieste,0
VIG,Juan Pablo Perez Alfonzo,فرودگاه خوآن پابلو پرس آلفونسو,VE,El Vigia,شهر البرتو ادریانی,0
VII,Vinh City,Vinh Airport,VN,Vinh City,وین,0
VIJ,Virgin Gorda,فرودگاه ویرجین گوردا,VG,Virgin Gorda,ویرجین گوردا,0
VIL,Dakhla,فرودگاه داخله,, Western Sahara,داخله,0
VIN,VIN,Gavryshivka International,UA,,وینیتسا,0
VIR,VIR,,ZA,,,0
VIS,Visalia,فرودگاه شهری ویزالیا,US,Visalia,ویسالیا,0
VIT,Vitoria,فرودگاه ویتوریا,ES,Vitoria,بیتوریا,0
VIU,Viru,,SB,Viru,,0
VIV,Vivigani,فرودگاه ویویگانی,PG,Vivigani,Vivigani,0
VIX,Vitoria,فرودگاه اوریکو داگویار سالاس,BR,Vitoria,Vitória,0
VIY,Villa Coublay,,FR,Paris,,0
VJB,Xai-Xai,Xai Xai Airport,MZ,Xai-Xai,Xai Xai,0
VJI,VJI,فرودگاه ویرجینیا هایلندز,US,,ابینگدام,0
VJQ,Gurue,,MZ,Gurue,,0
VKB,Merano Italy,,IT,Merano Italy,,0
VKG,Rach Gia,فرودگاه راچ گیا,, southern,راچا گیا,0
VKO,Vnukovo,فرودگاه بین‌المللی ونوکووا,, Moskva,مسکو,1
VKS,VKS,Vicksburg Municipal Airport,US,,ویکسبرگ,0
VKT,Vorkuta,فرودگاه وورکوتا,RU,Vorkuta,وورکوتا,0
VLA,VLA,Vandalia Municipal Airport,US,,واندالیا,0
VLC,Valencia,فرودگاه والنسیا,ES,Valencia,والنسیا,0
VLD,Valdosta,فرودگاه محلی ولدوستا,US,Valdosta,والدستا,0
VLF,Newcastle Under Lyme,,GB,Newcastle Under Lyme,,0
VLG,VLG,فرودگاه ویلا گزل,AR,,Villa Gesell,0
VLI,Port Vila,فرودگاه بین‌المللی باورفیلد,VU,Port Vila,پورت ویلا,0
VLK,Volgodonsk,,RU,Volgodonsk,,0
VLL,Valladolid,فرودگاه والادولید,ES,Valladolid,والادولید,0
VLM,Villamontes,,BO,Villamontes,,0
VLN,Valencia,فرودگاه بین‌المللی آرتورو میچلنا,VE,Valencia,Valencia,1
VLP,Vila Rica,,BR,Vila Rica,,0
VLR,VLR,,CL,,,0
VLS,Valesdir,,VU,Valesdir,,0
VLU,Velikiye Luki,فرودگاه ولیکیه لوکی,RU,Velikiye Luki,ولیکیه لوکی,0
VLV,Valera,فرودگاه دکتر آنتونیو نیکولاس بریسنیو,VE,Valera,Valera,0
VLY,Anglesey,,GB,Anglesey,,0
VME,Villa Mercedes,Pringles Airport,AR,Villa Mercedes,وییا مرسدس,0
VMI,Vallemi,,PY,Vallemi,,0
VMU,Baimuru,فرودگاه بایمورو,PG,Baimuru,Baimuru,0
VNA,VNA,,LA,,,0
VNC,VNC,فرودگاه شهری ونیز (فلوریدا),US,,ونیس,0
VND,VND,,MG,,,0
VNE,VNE,فرودگاه موکون,FR,,وان (فرانسه),0
VNO,Vilnius,فرودگاه بین‌المللی ویلنیوس,LT,Vilnius,ویلنیوس,1
VNR,VNR,,AU,,,0
VNS,Varanasi,فرودگاه بنارس,IN,Varanasi,بنارس,0
VNT,VNT,فرودگاه بین‌المللی ونتس‌پیلز,LV,,ونتسپیلس,1
VNX,Vilanculos,فرودگاه ویلنکولو,MZ,Vilankulos,Vilanculos,0
VNY,Van Nuys,فرودگاه ون نویس,US,Los Angeles,ون نویس,0
VOD,Vodochody,فرودگاه ودوکودی,CZ,Prague,ودوکودی,0
VOG,Volgograd,فرودگاه بین‌المللی ولگاگراد (شهر),RU,Volgograd,ولگاگراد (شهر),1
VOH,Vohemar,,MG,Vohimarina,,0
VOI,VOI,فرودگاه ووینجاما,LR,,Voinjama,0
VOK,Volk Field,پایگاه هوایی گارد ملی فولک فیلد,US,Camp Douglas,Camp Douglas,0
VOL,Volos,فرودگاه ملی نا انچیالوس,GR,Volos,ولس,0
VOZ,Voronezh,فرودگاه چرتوویتسکویه,RU,Voronezh,وورونژ,1
VPE,Ngiva,,AO,Ondjiva,,0
VPG,VPG,,KE,,,0
VPN,Vopnafjordur,فرودگاه وپنافیردور,IS,Vopnafjordur,Vopnafjörður,0
VPY,Chimoio,Chimoio Airport,MZ,Chimoio,Chimoio,0
VPZ,VPZ,فرودگاه محلی شهرستان پورتر,US,,والپرایزو,0
VQS,Vieques,فرودگاه انتونیو ریویرا رودریگز,PR,Vieques,Vieques,0
VRA,Varadero,فرودگاه خوآن گئوآلبرتو گومس,CU,Varadero,وارادرو,1
VRB,VRB,فرودگاه شهری ورو بیچ,US,,ورو بیچ,0
VRC,Virac,فرودگاه ویراک,PH,Virac,Virac,0
VRI,Varandey,,RU,Varandey,,0
VRK,Varkaus,فرودگاه وارکائوس,FI,Varkaus,Joroinen,0
VRL,Vila Real,فرودگاه ویلا رئال,PT,Vila Real,ویلا رئال,0
VRN,Verona,فرودگاه ورونا,IT,Verona,ورونا,0
VRS,VRS,Roy Otten Memorial Airfield (FAA: 3VS),US,,Versailles,0
VRU,Vryburg,,ZA,Vryburg,,0
VRY,Vaeroy,بالگردگاه واروی,NO,Vaeroy,Værøy,0
VSA,Villahermosa,فرودگاه بین‌المللی کارلووس روویروسا پرز,MX,Villahermosa,ویلاهرمسا,1
VSE,VSE,,PT,,,0
VSF,VSF,فرودگاه ایالتی هارتنس,US,,Springfield,0
VSG,Lugansk/Voroshilovgrad,فرودگاه بین‌المللی لوانز,UA,Luhansk,لوهانسک (Lugansk),1
VSO,Phuoclong,,VN,Phuoclong,,0
VST,Vasteras,فرودگاه استکهلم-واستراس,SE,Stockholm,استکهلم,0
VTA,VTA,Victoria Airport,HN,,Victoria,0
VTB,Vitebsk,,BY,Vitebsk,,0
VTE,Vientiane,فرودگاه بین‌المللی واتایی,LA,Vientiane,وینتیان,1
VTF,VTF,,FJ,,,0
VTG,VTG,فرودگاه وونگ تائو,VN,,وونگ تائو,0
VTL,VTL,,FR,,,0
VTU,Las Tunas,,CU,Las Tunas,,0
VTZ,Visakhapatnam,فرودگاه ویساکاپاتنام,IN,Vishakhapatnam,ویساکاپاتنام,0
VUP,Valledupar,فرودگاه آلفونسو لوپز پوماریو,CO,Valledupar,واییدوپار,0
VUS,Velikiy Ustyug,فرودگاه ولیکی اوستیوگ,RU,Veliky Ustyug,ولیکی اوستیوگ,0
VUU,MVUU Camp,,MW,Blantyre,,0
VVB,Mahanoro,,MG,Mahanoro,,0
VVC,Villavicencio,,CO,Villavicencio,,0
VVI,Viru Viru,فرودگاه بین‌المللی ویرو ویرو,, Santa Cruz,سانتا کروس د لا سیرا (بولیوی),1
VVK,VVK,,SE,,,0
VVN,Malvinas,,PE,Malvinas,,0
VVO,Vladivostok,فرودگاه بین‌المللی ولادی‌وستوک (Knevichi Airport),RU,Vladivostok,ولادی‌وستوک,1
VVZ,Illizi,,DZ,Illizi,,0
VXC,Lichinga,Lichinga Airport,MZ,Lichinga,Lichinga,0
VXE,Sao Vicente,فرودگاه سائو پدرو,CV,Sao Vicente Island,São Vicente,0
VXO,Vaxjo,فرودگاه واژو-اسمالند (Kronoberg Airport),SE,Vaxjo,وکفو,0
VYD,VYD,Vryheid Airport,ZA,,Vryheid,0
WAA,Wales,فرودگاه ولز (آلاسکا) (FAA: IWK),US,Wales,ولز,0
WAD,Andriamena,Andriamena Airport,MG,Andriamena,Andriamena,0
WAE,Wadi Al Dawasir,,SA,Wadi al Dawaser,,0
WAF,Wana,,PK,Wana,,0
WAG,Wanganui,فرودگاه وانگانیوی,NZ,Wanganui,Wanganui,0
WAI,Antsohiny,,MG,Antsohihy,,0
WAJ,Wawoi Falls,,PG,Wawoi Falls,,0
WAK,WAK,,MG,,,0
WAL,WAL,مرکز پرواز والوپ,US,,Wallops Island,0
WAM,Ambatondrazaka,,MG,Ambatondrazaka,,0
WAN,Waverney,,AU,Waverney,,0
WAO,Wabo,,PG,Wabo,,0
WAP,Alto Palena,,CL,Alto Palena,,0
WAQ,Antsalova,,MG,Antsalova,,0
WAS,Washington,,, All,,0
WAT,Waterford,فرودگاه واترفورد,IE,Waterford,واترفورد,0
WAW,Warsaw,فرودگاه شوپن ورشو,PL,Warsaw,ورشو,0
WAX,Zuara,,LY,Zuara,,0
WAY,Green County,Greene County Airport,US,Waynesburg,Waynesburg,0
WAZ,WAZ,,AU,,,0
WBA,Seram Island,,ID,Seram Island,,0
WBC,Wapolu,,PG,Wapolu,,0
WBD,Befandriana,,MG,Befandriana,,0
WBE,Bealanana,,MG,Bealanana,,0
WBJ,Won Ju,,KR,Won Ju,,0
WBK,West Branch,,US,West Branch,,0
WBM,Wapenamanda,,PG,Wapenamanda,,0
WBO,Beroroha,,MG,Beroroha,,0
WBR,WBR,فرودگاه رابین هود (FAA: RQB),US,,بیگ‌رپیدز,0
WBU,Boulder,فرودگاه بولدر شهری (FAA: BDU),US,Boulder,بولدر,0
WCA,Castro,Gamboa Airport,CL,Castro,Castro,0
WCH,Chaiten,Chaitén Airport,CL,Chaiten,چایتن,0
WCR,Chandalar,فرودگاه چاندالار لیک,US,Chandalar,Chandalar Lake,0
WDA,Wadi Ain,Wadi Ain Airport,YE,Wadi Ain,Wadi Ain,0
WDG,Enid,فرودگاه محلی انید وودرینگ,US,Enid,اینید,0
WDH,Hosea Kutako,فرودگاه بین‌المللی ویندهوک هوسیا کوتاکو,,Windhoek,ویندهوک,1
WDI,Wondai,,AU,Wondai,,0
WDR,WDR,فرودگاه شهرستان بروو,US,,ویندر,0
WEA,WEA,Parker County Airport,US,,ودرفرد,0
WEC,Wenchang,,CN,Wenchang,,0
WED,Wedau,,PG,Wedau,,0
WEF,Weifang,Weifang Airport,CN,Weifang,ویفانگ,0
WEH,Weihai,فرودگاه ویهای داشویبو,CN,Weihai,ویهای,0
WEI,Weipa,Weipa Airport,AU,Weipa,Weipa,0
WEP,Weam,,PG,Weam,,0
WES,Weasua,,LR,Weasua,,0
WET,Waghete,,ID,Waghete,,0
WEW,Wee Waa,,AU,Wee Waa,,0
WFI,Fianarantsoa,Fianarantsoa Airport,MG,Fianarantsoa,Fianarantsoa,0
WFK,Frenchville,فرودگاه منطقه‌ای نورثن آروستوک (FAA: FVE),US,Frenchville,Frenchville,0
WGA,Wagga Wagga,فرودگاه واگا واگا,AU,Wagga Wagga,Wagga Wagga,0
WGB,Bahawalnagar,Bahawalnagar Airport,PK,Bahawalnagar,بهاولنگر,0
WGC,Warangal,,IN,Warangal,,0
WGE,Walgett,,AU,Walgett,,0
WGF,Manama,,BH,Manama,,0
WGO,WGO,فرودگاه منطقه‌ای وینچستر (FAA: OKV),US,,وینچستر,0
WGP,Waingapu,فرودگاه ما هو (former ICAO: WRRW),ID,Waingapu,Waingapu,0
WGT,WGT,,AU,,,0
WGU,Wagau,,PG,Wagau,,0
WGY,Wagny,,GA,Wagny,,0
WGZ,Off-Line Point,,AU,Manly,,0
WHD,Hyder,پایگاه آب‌نشین هایدر (FAA: 4Z7),US,Hyder,هایدر,0
WHF,Wadi Halfa,Wadi Halfa Airport,SD,Wadi Halfa,Wadi Halfa,0
WHK,Whakatane,فرودگاه واکاتن,NZ,Whakatane,Whakatane,0
WHL,Welshpool,,AU,Welshpool,,0
WHO,WHO,,NZ,,,0
WHP,Whiteman,فرودگاه وایتمن,US,Los Angeles,لس‌آنجلس,0
WHS,Whalsay,,GB,Whalsay,,0
WHT,WHT,فرودگاه محلی وارتون (FAA: ARM),US,,وارتون,0
WHU,WHU,,CN,,,0
WIB,Wilbarger,,US,Wilbarger,,0
WIC,Wick,فرودگاه ویک,, Scotland,Wick,0
WIE,WIE,Wiesbaden Army Airfield,DE,,ویسبادن,0
WIK,Waiheke Island,,NZ,Waiheke Island,,0
WIL,Wilson,فرودگاه ویلسون (کنیا),, Nairobi,نایروبی,0
WIN,Winton,,AU,Winton,,0
WIO,Wilcannia,,AU,Wilcannia,,0
WIR,Wairoa,,NZ,Wairoa,,0
WIU,Witu,,PG,Witu,,0
WIZ,Ziguinchor,,SN,Ziguinchor,,0
WJA,Woja,فرودگاه وویا,MH,Woja Island,Woja,0
WJF,Palmdale/Lancaster,فرودگاه صحرایی ژنرال ویلیم فاکس,US,Lancaster,لان کاستر,0
WJR,WJR,,KE,,,0
WJU,Wonju,فرودگاه ونجو,KR,Wonju,ونجو,0
WKA,Wanaka,فرودگاه واناکا,NZ,Wanaka,Wanaka,0
WKB,Warracknabeal,,AU,Warracknabeal,,0
WKF,Waterkloof (FAWK),,ZA,Waterkloof,,0
WKI,WKI,,ZW,,,0
WKJ,Wakkanai,فرودگاه واکانای، هوکایدو,JP,Wakkanai,واکانای,0
WKK,Aleknagik,فرودگاه الکناجیک (FAA: 5A8),US,Aleknagik,الکناگیک,0
WKN,Wakunai,,PG,Wakunai,,0
WKR,Walker'S Cay,,BS,Walker'S Cay,,0
WLA,Wallal Downs,,AU,Wallal Downs,,0
WLC,Walcha,,AU,Walcha,,0
WLG,Wellington,فرودگاه بین‌المللی ولینگتون,NZ,Wellington,ولینگتون,1
WLH,Walaha,,VU,Walaha,,0
WLK,Selawik,فرودگاه سلویک,US,Selawik,سلاویک,0
WLL,Wollogorang,Wollogorang Airport,AU,Wollogorang,Wollogorang,0
WLO,Waterloo,Waterloo Airport,AU,Waterloo,Waterloo,0
WLS,Wallis Island & Futuna  S.Pac,جزیره والیس,WF,Wallis Island,والیس و فوتونا,0
WMA,Mandritsara,Mandritsara Airport,MG,Mandritsara,Mandritsara,0
WMB,WMB,,AU,,,0
WMC,WMC,فرودگاه شهری وینموکا,US,,وینموکا,0
WMD,Mandabe,,MG,Mandabe,,0
WME,Mount Keith,Mount Keith Airport,AU,Mount Keith,Mount Keith,0
WMH,WMH,فرودگاه منطقه‌ای اوزارک (FAA: BPK),US,,موریتون هوم (آرکانزاس),0
WMI,Modlin,فرودگاه وارساو مادلن,PL,Nowy Dwor Mazowiecki,ورشو,0
WMK,Meyers Chuck,Meyers Chuck Seaplane Base (FAA: 84K),US,Meyers Chuck,میرز چاک,0
WML,Malaimbandy,Malaimbandy Airport,MG,Malaimbandy,Malaimbandy,0
WMN,Maroantsetra,,MG,Maroantsetra,,0
WMP,Mampikony,,MG,Mampikony,,0
WMR,Mananara,,MG,Mananara Avaratra,,0
WMV,WMV,,MG,,,0
WMX,Wamena,,ID,Wamena,,0
WNA,Napakiak,فرودگاه ناپاکیاک,US,Napakiak,ناپاکیاک,0
WND,Windarra,,AU,Windarra,,0
WNE,Wora Na Yeno,,GA,Wora Na Yeno,,0
WNH,Wenshan Puzhehei,,CN,Wenshan,,0
WNN,Wunnummin Lake,,, Ontario,,0
WNP,Naga,فرودگاه ناگا (Pili Airport),PH,Naga,Pili,0
WNR,Windorah,,, Qld.,,0
WNS,Nawab Shah,,PK,Nawabshah,,0
WNU,Wanuma,,PG,Wanuma,,0
